PUBMED_ID,URI,TRAIT
19079260,http://www.ebi.ac.uk/efo/EFO_0004338,body weight
19079260,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
19079261,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
19079262,http://www.ebi.ac.uk/efo/EFO_0003923,bone density
19081515,http://www.ebi.ac.uk/efo/EFO_0004226,creutzfeldt jacob disease
19084217,http://www.ebi.ac.uk/efo/EFO_0004461,iron biomarker measurement
19096518,http://www.ebi.ac.uk/efo/EFO_0004541,a1c measurement
19107115,http://www.ebi.ac.uk/efo/EFO_0003761,unipolar depression
19110211,http://www.ebi.ac.uk/efo/EFO_0004584,mean platelet volume
19114657,http://www.ebi.ac.uk/efo/EFO_0004325,blood pressure
19114987,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
19115949,http://www.ebi.ac.uk/efo/EFO_0000765,aids
19116933,http://www.ebi.ac.uk/efo/EFO_0002609,chronic childhood arthritis
19117981,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
19118814,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
19122664,http://www.ebi.ac.uk/efo/EFO_0000729,ulcerative colitis
19124843,http://www.ebi.ac.uk/efo/EFO_0004614,apolipoprotein a 1 measurement
19125160,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
19132087,http://www.ebi.ac.uk/efo/EFO_0004246,mucocutaneous lymph node syndrome
19136949,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
19148276,http://www.ebi.ac.uk/efo/EFO_0004529,lipid measurement
19151714,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
19151717,http://www.ebi.ac.uk/efo/EFO_0004193,basal cell carcinoma
19165155,http://www.ebi.ac.uk/efo/EFO_0004502,adiponectin measurement
19165232,http://www.ebi.ac.uk/efo/EFO_0004262,panic disorder
19165918,http://www.ebi.ac.uk/efo/EFO_0002690,systemic lupus erythematosus
19165924,http://www.orpha.net/ORDO/Orphanet_797,sarcoidosis
19169254,http://www.ebi.ac.uk/efo/EFO_0000676,psoriasis
19169255,http://www.ebi.ac.uk/efo/EFO_0000676,psoriasis
19176441,http://purl.obolibrary.org/obo/GO_0097327,response to antineoplastic agent
19176441,http://www.ebi.ac.uk/efo/EFO_0000220,acute lymphoblastic leukemia
19181680,http://www.ebi.ac.uk/efo/EFO_0003923,bone density
19182806,http://www.ebi.ac.uk/efo/EFO_0003108,essential tremor
19185284,http://www.ebi.ac.uk/efo/EFO_0004737,carotenoid measurement
19185284,http://www.ebi.ac.uk/efo/EFO_0004738,tocopherol measurement
19187332,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
19188921,http://www.ebi.ac.uk/efo/EFO_0004318,smoking behavior
19193627,http://www.ebi.ac.uk/efo/EFO_0000253,amyotrophic lateral sclerosis
19196962,http://www.orpha.net/ORDO/Orphanet_388,Hirschsprung disease
19197348,http://www.ebi.ac.uk/efo/EFO_0004338,body weight
19197348,http://www.ebi.ac.uk/efo/EFO_0004339,body height
19197348,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
19197348,http://www.ebi.ac.uk/efo/EFO_0004341,body fat distribution
19197348,http://www.ebi.ac.uk/efo/EFO_0004342,waist circumference
19197348,http://www.ebi.ac.uk/efo/EFO_0004458,c-reactive protein measurement
19197348,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
19197348,http://www.ebi.ac.uk/efo/EFO_0004574,total cholesterol measurement
19197348,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
19197348,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
19197348,http://www.ebi.ac.uk/efo/EFO_0004748,thyroid stimulating hormone measurement
19197348,http://www.ebi.ac.uk/efo/EFO_0006335,systolic blood pressure
19197348,http://www.ebi.ac.uk/efo/EFO_0006336,diastolic blood pressure
19197363,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
19198609,http://www.ebi.ac.uk/efo/EFO_0000612,myocardial infarction
19198610,http://www.ebi.ac.uk/efo/EFO_0004842,eosinophil count
19198611,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
19198612,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
19198613,http://www.ebi.ac.uk/efo/EFO_0002892,thyroid carcinoma
19207018,http://www.ebi.ac.uk/efo/EFO_0003843,pain
19219042,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
19221038,http://www.ebi.ac.uk/efo/EFO_0004584,mean platelet volume
19230858,http://www.ebi.ac.uk/efo/EFO_0004213,otosclerosis
19242412,http://www.orpha.net/ORDO/Orphanet_586,cystic fibrosis
19247474,http://www.ebi.ac.uk/efo/EFO_0004318,smoking behavior
19249006,http://www.ebi.ac.uk/efo/EFO_0003923,bone density
19252134,http://www.ebi.ac.uk/efo/EFO_0000401,diabetic nephropathy
19259986,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
19260139,http://www.ebi.ac.uk/efo/EFO_0004302,anthropometry
19260141,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
19260141,http://www.ebi.ac.uk/efo/EFO_0004535,serum albumin measurement
19260141,http://www.ebi.ac.uk/efo/EFO_0004574,total cholesterol measurement
19260141,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
19260141,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
19260141,http://www.ebi.ac.uk/efo/EFO_0004623,fibrinogen measurement
19260141,http://www.ebi.ac.uk/efo/EFO_0004761,uric acid measurement
19268274,http://www.ebi.ac.uk/efo/EFO_0004995,lean body mass
19268276,http://www.ebi.ac.uk/efo/EFO_0004318,smoking behavior
19270707,http://www.ebi.ac.uk/efo/EFO_0003959,cleft lip
19278955,http://www.ebi.ac.uk/efo/EFO_0004286,venous thromboembolism
19282985,http://www.ebi.ac.uk/efo/EFO_0004703,age at menarche
19287384,http://www.ebi.ac.uk/efo/EFO_0004251,myeloproliferative disorder
19287509,http://www.ebi.ac.uk/efo/EFO_0004733,anti-cyclic citrullinated peptide antibody measurement
19300482,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
19300499,http://purl.obolibrary.org/obo/GO_0061476,response to anticoagulant
19300500,http://www.ebi.ac.uk/efo/EFO_0003892,pulmonary function measurement
19303062,http://www.ebi.ac.uk/efo/EFO_0004620,vitamin B12 measurement
19303062,http://www.ebi.ac.uk/efo/EFO_0004621,vitamin B6 measurement
19303062,http://www.ebi.ac.uk/efo/EFO_0004843,vitamin B measurement
19304780,http://www.ebi.ac.uk/efo/EFO_0000537,hypertension
19305408,http://www.ebi.ac.uk/efo/EFO_0004682,QT interval
19305409,http://www.ebi.ac.uk/efo/EFO_0004682,QT interval
19330030,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
19340012,http://www.ebi.ac.uk/efo/EFO_0004279,suntan
19343178,http://www.ebi.ac.uk/efo/EFO_0004339,body height
19349983,http://www.ebi.ac.uk/efo/EFO_0004197,hepatitis B infection
19349984,http://www.ebi.ac.uk/efo/EFO_0000274,atopic eczema
19359265,http://www.ebi.ac.uk/efo/EFO_0004505,telomere length
19359809,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
19367585,http://purl.obolibrary.org/obo/GO_0007568,aging
19369658,http://www.ebi.ac.uk/efo/EFO_0000712,stroke
19389651,http://www.ebi.ac.uk/efo/EFO_0004327,electrocardiography
19396169,http://www.ebi.ac.uk/efo/EFO_0003923,bone density
19396169,http://www.ebi.ac.uk/efo/EFO_0004326,heart rate
19396169,http://www.ebi.ac.uk/efo/EFO_0004339,body height
19396169,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
19396169,http://www.ebi.ac.uk/efo/EFO_0004343,waist-hip ratio
19396169,http://www.ebi.ac.uk/efo/EFO_0006335,systolic blood pressure
19396169,http://www.ebi.ac.uk/efo/EFO_0006336,diastolic blood pressure
19401414,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
19403135,http://www.ebi.ac.uk/efo/EFO_0000712,stroke
19404256,http://www.ebi.ac.uk/efo/EFO_0003758,autism
19412175,http://www.ebi.ac.uk/efo/EFO_0000621,neuroblastoma
19412176,http://www.ebi.ac.uk/efo/EFO_0000614,narcolepsy with cataplexy
19414484,http://www.ebi.ac.uk/efo/EFO_0004570,bilirubin measurement
19416921,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
19419973,http://www.ebi.ac.uk/efo/EFO_0004570,bilirubin measurement
19421330,http://www.ebi.ac.uk/efo/EFO_0004772,early onset hypertension
19426955,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
19430479,http://www.ebi.ac.uk/efo/EFO_0000537,hypertension
19430479,http://www.ebi.ac.uk/efo/EFO_0006335,systolic blood pressure
19430479,http://www.ebi.ac.uk/efo/EFO_0006336,diastolic blood pressure
19430480,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus
19430482,http://www.ebi.ac.uk/efo/EFO_0003884,chronic kidney disease
19430482,http://www.ebi.ac.uk/efo/EFO_0004742,renal system measurement
19430483,http://www.ebi.ac.uk/efo/EFO_0006335,systolic blood pressure
19430483,http://www.ebi.ac.uk/efo/EFO_0006336,diastolic blood pressure
19430760,http://www.ebi.ac.uk/efo/EFO_0002614,insulin resistance
19442274,http://www.ebi.ac.uk/efo/EFO_0003780,Behcet's disease
19448189,http://purl.obolibrary.org/obo/GO_0010226,response to lithium ion
19448619,http://www.ebi.ac.uk/efo/EFO_0004704,age at menopause
19448620,http://www.ebi.ac.uk/efo/EFO_0004703,age at menarche
19448621,http://www.ebi.ac.uk/efo/EFO_0004703,age at menarche
19448621,http://www.ebi.ac.uk/efo/EFO_0004704,age at menopause
19448622,http://www.ebi.ac.uk/efo/EFO_0004703,age at menarche
19448623,http://www.ebi.ac.uk/efo/EFO_0004703,age at menarche
19451621,http://www.ebi.ac.uk/efo/EFO_0000253,amyotrophic lateral sclerosis
19454037,http://www.ebi.ac.uk/efo/EFO_0003896,left ventricular hypertrophy
19454037,http://www.ebi.ac.uk/efo/EFO_0004298,cardiovascular measurement
19456320,http://www.ebi.ac.uk/efo/EFO_0003758,autism
19458352,http://www.ebi.ac.uk/efo/EFO_0004267,biliary liver cirrhosis
19461586,http://www.ebi.ac.uk/efo/EFO_0004764,adipose tissue measurement
19465909,http://www.ebi.ac.uk/efo/EFO_0001068,malaria
19478329,http://www.ebi.ac.uk/efo/EFO_0004248,male infertility
19478819,http://www.ebi.ac.uk/efo/EFO_0004252,nasopharyngeal neoplasm
19483681,http://www.ebi.ac.uk/efo/EFO_0005088,testicular carcinoma
19483682,http://www.ebi.ac.uk/efo/EFO_0005088,testicular carcinoma
19483685,http://www.ebi.ac.uk/efo/EFO_0004228,drug-induced liver injury
19488044,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
19497516,http://www.ebi.ac.uk/efo/EFO_0004214,abdominal aortic aneurysm
19503088,http://www.ebi.ac.uk/efo/EFO_0000685,rheumatoid arthritis
19503597,http://www.ebi.ac.uk/efo/EFO_0004761,uric acid measurement
19508968,http://www.ebi.ac.uk/efo/EFO_0002506,osteoarthritis
19508998,http://www.ebi.ac.uk/efo/EFO_0004266,primary ovarian insufficiency
19525478,http://www.ebi.ac.uk/efo/EFO_0004578,homocysteine measurement
19525953,http://www.ebi.ac.uk/efo/EFO_0003885,multiple sclerosis
19525955,http://www.ebi.ac.uk/efo/EFO_0003885,multiple sclerosis
19553259,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
19557161,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
19557197,http://www.ebi.ac.uk/efo/EFO_0004342,waist circumference
19561606,http://www.ebi.ac.uk/efo/EFO_0003845,kidney stone
19567438,http://www.ebi.ac.uk/efo/EFO_0004458,c-reactive protein measurement
19570815,http://www.ebi.ac.uk/efo/EFO_0004339,body height
19571808,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
19571809,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
19571811,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
19578179,http://purl.obolibrary.org/obo/GO_0061476,response to anticoagulant
19578364,http://www.ebi.ac.uk/efo/EFO_0000756,melanoma
19578365,http://www.ebi.ac.uk/efo/EFO_0000625,nevus
19578366,http://www.ebi.ac.uk/efo/EFO_0000326,central nervous system cancer
19578367,http://www.ebi.ac.uk/efo/EFO_0000326,central nervous system cancer
19581569,http://www.ebi.ac.uk/efo/EFO_0003829,alcohol dependence
19584346,http://www.ebi.ac.uk/efo/EFO_0004298,cardiovascular measurement
19584346,http://www.ebi.ac.uk/efo/EFO_0005037,aortic root size
19584900,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
19584900,http://www.ebi.ac.uk/efo/EFO_0004764,adipose tissue measurement
19587794,http://www.ebi.ac.uk/efo/EFO_0004682,QT interval
19597491,http://www.ebi.ac.uk/efo/EFO_0000275,atrial fibrillation
19597492,http://www.ebi.ac.uk/efo/EFO_0000275,atrial fibrillation
19609347,http://www.ebi.ac.uk/efo/EFO_0000537,hypertension
19620980,http://www.ebi.ac.uk/efo/EFO_0000096,neoplasm of mature b-cells
19625618,http://www.ebi.ac.uk/efo/EFO_0004190,open-angle glaucoma
19648918,http://www.ebi.ac.uk/efo/EFO_0002618,pancreatic carcinoma
19648919,http://www.ebi.ac.uk/efo/EFO_0001075,ovarian carcinoma
19648920,http://www.ebi.ac.uk/efo/EFO_0000292,bladder carcinoma
19651812,http://www.ebi.ac.uk/efo/EFO_0004465,fasting blood glucose measurement
19654303,http://www.ebi.ac.uk/efo/EFO_0001071,lung carcinoma
19656524,http://www.ebi.ac.uk/efo/EFO_0003959,cleft lip
19664746,http://www.ebi.ac.uk/efo/EFO_0004252,nasopharyngeal neoplasm
19667218,http://purl.obolibrary.org/obo/GO_0035456,response to interferon beta
19668339,http://www.ebi.ac.uk/efo/EFO_0005039,hippocampal atrophy
19680635,http://purl.obolibrary.org/obo/GO_0097332,response to antipsychotic drug
19684573,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C infection
19684603,http://www.ebi.ac.uk/efo/EFO_0000220,acute lymphoblastic leukemia
19684604,http://www.ebi.ac.uk/efo/EFO_0000220,acute lymphoblastic leukemia
19698717,http://www.ebi.ac.uk/efo/EFO_0002916,esophageal carcinoma
19706858,http://purl.obolibrary.org/obo/GO_0061478,response to platelet aggregation inhibitor
19714205,http://www.ebi.ac.uk/efo/EFO_0004591,childhood onset asthma
19714249,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
19714249,http://www.ebi.ac.uk/efo/EFO_0003882,osteoporosis
19721433,http://purl.obolibrary.org/obo/GO_0097332,response to antipsychotic drug
19723657,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
19724244,http://purl.obolibrary.org/obo/GO_0036276,response to antidepressant
19727025,http://www.ebi.ac.uk/efo/EFO_0000483,exercise
19729412,http://www.ebi.ac.uk/efo/EFO_0004339,body height
19729612,http://www.ebi.ac.uk/efo/EFO_0004575,e-selectin measurement
19734545,http://www.ebi.ac.uk/efo/EFO_0003926,neuropsychological test
19734900,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
19734900,http://www.ebi.ac.uk/efo/EFO_0004866,autoantibody measurement
19734901,http://www.ebi.ac.uk/efo/EFO_0000253,amyotrophic lateral sclerosis
19734902,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
19734903,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
19736353,http://purl.obolibrary.org/obo/GO_0036276,response to antidepressant
19740415,http://www.ebi.ac.uk/efo/EFO_0001357,sporadic amyotrophic lateral sclerosis
19744961,http://www.ebi.ac.uk/efo/EFO_0004729,vitamin measurement
19749757,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C infection
19749758,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C infection
19754311,http://www.ebi.ac.uk/efo/EFO_0000765,aids
19767753,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
19767754,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
19772629,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
19772629,http://www.ebi.ac.uk/efo/EFO_0004847,age at onset
19779542,http://www.ebi.ac.uk/efo/EFO_0004207,pathological myopia
19786962,http://www.ebi.ac.uk/efo/EFO_0004336,speech perception
19798445,http://www.ebi.ac.uk/efo/EFO_0004622,sphingolipid measurement
19801982,http://www.ebi.ac.uk/efo/EFO_0003923,bone density
19802338,http://www.ebi.ac.uk/efo/EFO_0004529,lipid measurement
19812673,http://www.ebi.ac.uk/efo/EFO_0003758,autism
19820697,http://www.ebi.ac.uk/efo/EFO_0004305,erythrocyte count
19820697,http://www.ebi.ac.uk/efo/EFO_0004308,leukocyte count
19820697,http://www.ebi.ac.uk/efo/EFO_0004309,platelet count
19820697,http://www.ebi.ac.uk/efo/EFO_0004526,mean corpuscular volume
19820697,http://www.ebi.ac.uk/efo/EFO_0004527,mean corpuscular hemoglobin
19820697,http://www.ebi.ac.uk/efo/EFO_0004584,mean platelet volume
19820698,http://www.ebi.ac.uk/efo/EFO_0004509,hemoglobin measurement
19820699,http://www.ebi.ac.uk/efo/EFO_0004461,iron biomarker measurement
19836008,http://www.ebi.ac.uk/efo/EFO_0000571,lung adenocarcinoma
19838193,http://www.ebi.ac.uk/efo/EFO_0002690,systemic lupus erythematosus
19846067,http://purl.obolibrary.org/obo/GO_0036276,response to antidepressant
19850125,http://www.ebi.ac.uk/efo/EFO_0004256,neuromyelitis optica
19851299,http://www.ebi.ac.uk/efo/EFO_0004338,body weight
19851299,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
19853236,http://www.ebi.ac.uk/efo/EFO_0004309,platelet count
19853236,http://www.ebi.ac.uk/efo/EFO_0004526,mean corpuscular volume
19853236,http://www.ebi.ac.uk/efo/EFO_0004527,mean corpuscular hemoglobin
19862010,http://www.ebi.ac.uk/efo/EFO_0004305,erythrocyte count
19862010,http://www.ebi.ac.uk/efo/EFO_0004348,hematocrit
19862010,http://www.ebi.ac.uk/efo/EFO_0004509,hemoglobin measurement
19862010,http://www.ebi.ac.uk/efo/EFO_0004526,mean corpuscular volume
19862010,http://www.ebi.ac.uk/efo/EFO_0004527,mean corpuscular hemoglobin
19862010,http://www.ebi.ac.uk/efo/EFO_0004528,mean corpuscular hemoglobin concentration
19874204,http://www.ebi.ac.uk/efo/EFO_0003923,bone density
19875103,http://purl.obolibrary.org/obo/GO_0097332,response to antipsychotic drug
19875614,http://www.ebi.ac.uk/efo/EFO_0004541,a1c measurement
19880490,http://www.ebi.ac.uk/efo/EFO_0004461,iron biomarker measurement
19890347,http://www.ebi.ac.uk/efo/EFO_0004208,vitiligo
19893584,http://www.ebi.ac.uk/efo/EFO_0004339,body height
19896111,http://www.ebi.ac.uk/efo/EFO_0005038,hair morphology
19897590,http://www.ebi.ac.uk/efo/EFO_0000649,periodontitis
19901119,http://purl.obolibrary.org/obo/GO_0097327,response to antineoplastic agent
19902172,http://www.ebi.ac.uk/efo/EFO_0004467,insulin measurement
19910028,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
19915572,http://www.ebi.ac.uk/efo/EFO_0000729,ulcerative colitis
19915573,http://www.ebi.ac.uk/efo/EFO_0000729,ulcerative colitis
19915574,http://www.ebi.ac.uk/efo/EFO_0003767,inflammatory bowel disease
19915575,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
19915576,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
19929986,http://www.ebi.ac.uk/efo/EFO_0003884,chronic kidney disease
19936222,http://www.ebi.ac.uk/efo/EFO_0004529,lipid measurement
19944697,http://www.ebi.ac.uk/efo/EFO_0004268,sclerosing cholangitis
19950302,http://www.ebi.ac.uk/efo/EFO_0000717,systemic scleroderma
19954339,http://www.ebi.ac.uk/efo/EFO_0004892,sasang constitutional medicine
19961619,http://www.ebi.ac.uk/efo/EFO_0002686,atopy
19966805,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus
20009918,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
20009918,http://www.ebi.ac.uk/efo/EFO_0003781,carotid artery disease
20009918,http://www.ebi.ac.uk/efo/EFO_0004860,common carotid intimal medial thickness
20009918,http://www.ebi.ac.uk/efo/EFO_0005053,internal carotid intimal medial thickness
20010834,http://www.ebi.ac.uk/efo/EFO_0003892,pulmonary function measurement
20010835,http://www.ebi.ac.uk/efo/EFO_0003892,pulmonary function measurement
20011104,http://www.ebi.ac.uk/efo/EFO_0004502,adiponectin measurement
20012890,http://www.ebi.ac.uk/efo/EFO_0004782,behavior or behavioral disorder measurement
20014019,http://www.ebi.ac.uk/efo/EFO_0004653,response to tnf antagonist
20018283,http://www.ebi.ac.uk/efo/EFO_0004502,adiponectin measurement
20018918,http://www.ebi.ac.uk/efo/EFO_0004576,fetal hemoglobin measurement
20018961,http://www.ebi.ac.uk/efo/EFO_0001054,leprosy
20023658,http://www.ebi.ac.uk/efo/EFO_0003959,cleft lip
20029952,http://www.orpha.net/ORDO/Orphanet_232,sickle cell anemia
20031538,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
20031564,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
20031576,http://www.ebi.ac.uk/efo/EFO_0004623,fibrinogen measurement
20031577,http://www.ebi.ac.uk/efo/EFO_0004623,fibrinogen measurement
20031578,http://www.ebi.ac.uk/efo/EFO_0004578,homocysteine measurement
20031579,http://www.ebi.ac.uk/efo/EFO_0004517,arterial stiffness measurement
